block_timestamp	variable	value
201104	Misc	156
201105	Misc	142
201106	Misc	121
201107	Misc	145
201108	Misc	163
201109	Misc	231
201110	Misc	438
201111	Misc	339
201112	Misc	474
201201	Misc	266
201202	Misc	373
201203	Misc	149
201204	Misc	160
201205	Misc	110
201206	Misc	180
201207	Misc	179
201208	Misc	179
201209	Misc	160
201210	Misc	156
201211	Misc	152
201212	Misc	159
