block_timestamp	variable	value
201002	Proxies	0
201003	Proxies	0
201004	Proxies	0
201005	Proxies	0
201006	Proxies	0
201007	Proxies	0
201008	Proxies	0
201009	Proxies	0
201010	Proxies	0
201011	Proxies	0
201012	Proxies	0
201101	Proxies	0
201102	Proxies	0
201103	Proxies	0
201104	Proxies	0
201105	Proxies	0
201106	Proxies	0
201107	Proxies	0
201108	Proxies	0
201109	Proxies	1
201110	Proxies	0
201111	Proxies	0
201112	Proxies	0
201201	Proxies	0
201202	Proxies	0
201203	Proxies	0
201204	Proxies	0
201205	Proxies	0
201206	Proxies	0
201207	Proxies	0
201208	Proxies	0
201209	Proxies	0
201210	Proxies	0
201211	Proxies	0
201212	Proxies	0
200601	Misc	138
200602	Misc	129
200603	Misc	163
200604	Misc	143
200605	Misc	178
200606	Misc	229
200607	Misc	156
200608	Misc	160
200609	Misc	145
200610	Misc	171
200611	Misc	194
200612	Misc	165
200701	Misc	192
200702	Misc	154
200703	Misc	200
200704	Misc	206
200705	Misc	134
200706	Misc	184
200707	Misc	164
200708	Misc	141
200709	Misc	142
200710	Misc	143
200711	Misc	129
200712	Misc	100
200801	Misc	127
200802	Misc	123
200803	Misc	101
200804	Misc	101
200805	Misc	107
200806	Misc	70
200807	Misc	83
200808	Misc	53
200809	Misc	100
200810	Misc	101
200811	Misc	87
200812	Misc	57
200901	Misc	43
200902	Misc	43
200903	Misc	50
200904	Misc	58
200905	Misc	54
200906	Misc	45
200907	Misc	38
200908	Misc	52
200909	Misc	49
200910	Misc	40
200911	Misc	31
200912	Misc	20
201001	Misc	24
201002	Misc	41
201003	Misc	47
201004	Misc	33
201005	Misc	40
201006	Misc	29
201007	Misc	41
201008	Misc	32
201009	Misc	26
201010	Misc	25
201011	Misc	19
201012	Misc	22
201101	Misc	33
201102	Misc	25
201103	Misc	32
201104	Misc	33
201105	Misc	30
201106	Misc	26
201107	Misc	19
201108	Misc	42
201109	Misc	31
201110	Misc	30
201111	Misc	17
201112	Misc	23
201201	Misc	21
201202	Misc	36
201203	Misc	31
201204	Misc	29
201205	Misc	23
201206	Misc	27
201207	Misc	18
201208	Misc	22
201209	Misc	18
201210	Misc	22
201211	Misc	19
201212	Misc	29
